cod_usuario,data_cadastro,faixa_etaria,cidade,estado
18843,12/05/2019,Entre 62 a 70 anos,Aracaju,Sergipe
18910,29/02/2020,Entre 16 a 21 anos,Dona Emma,Santa Catarina
18975,30/09/2018,Entre 50 a 61 anos,Monte Alegre de Goiás,Goiás
19015,11/03/2020,Entre 16 a 21 anos,Lagoa Formosa,Minas Gerais
19070,15/12/2020,Entre 28 a 36 anos,Água Doce do Norte,Espírito Santo
19078,03/05/2021,Entre 37 a 49 anos,Angelândia,Minas Gerais
19123,06/01/2018,Entre 28 a 36 anos,Antônio Gonçalves,Bahia
19161,02/01/2019,Entre 37 a 49 anos,São João da Barra,Rio de Janeiro
19198,19/03/2018,Entre 16 a 21 anos,Coronel Vivida,Paraná
19203,04/05/2020,Entre 16 a 21 anos,Taiobeiras,Minas Gerais
19231,21/08/2019,Entre 16 a 21 anos,Salto da Divisa,Minas Gerais
19244,04/06/2018,Entre 28 a 36 anos,Patu,Rio Grande do Norte
19324,01/10/2019,Entre 37 a 49 anos,Barreirinha,Amazonas
19417,20/06/2020,Entre 16 a 21 anos,Cerquilho,São Paulo
19445,07/03/2020,Entre 22 a 27 anos,Congonhal,Minas Gerais
19467,06/06/2018,Entre 28 a 36 anos,Macaúbas,Bahia
19493,11/05/2019,Mais de 70 anos,Araçaí,Minas Gerais
19495,02/04/2021,Mais de 70 anos,Ji-Paraná,Rondônia
19590,26/06/2021,Entre 16 a 21 anos,Eldorado,São Paulo
19762,14/01/2021,Entre 28 a 36 anos,Nísia Floresta,Rio Grande do Norte
19798,05/04/2019,Entre 22 a 27 anos,Cordisburgo,Minas Gerais
19940,27/02/2019,Entre 62 a 70 anos,Pequeri,Minas Gerais
19949,25/10/2020,Entre 10 a 15 anos,Caaporã,Paraíba
19980,01/02/2019,Entre 10 a 15 anos,Canguaretama,Rio Grande do Norte
19984,14/01/2019,Mais de 70 anos,Duque de Caxias,Rio de Janeiro
19997,04/03/2019,Entre 50 a 61 anos,Moeda,Minas Gerais
20019,29/10/2019,Entre 62 a 70 anos,Piratini,Rio Grande do Sul
20035,14/09/2018,Entre 62 a 70 anos,Santana do Garambéu,Minas Gerais
20067,23/07/2021,Entre 37 a 49 anos,Dom Expedito Lopes,Piauí
20152,08/05/2019,Entre 10 a 15 anos,Monteirópolis,Alagoas
20202,12/05/2021,Mais de 70 anos,Vila Valério,Espírito Santo
20207,08/04/2020,Entre 22 a 27 anos,Conceição do Almeida,Bahia
20254,05/05/2020,Entre 37 a 49 anos,Arraias,Tocantins
20293,06/12/2019,Entre 50 a 61 anos,Cipotânea,Minas Gerais
20326,17/08/2020,Entre 10 a 15 anos,Alegria,Rio Grande do Sul
20352,16/04/2018,Entre 37 a 49 anos,Imbituva,Paraná
20394,06/05/2020,Entre 10 a 15 anos,Jardim de Piranhas,Rio Grande do Norte
20407,22/06/2019,Entre 62 a 70 anos,Rio Espera,Minas Gerais
20410,09/08/2020,Entre 28 a 36 anos,Igaci,Alagoas
20425,01/02/2020,Entre 62 a 70 anos,Sarzedo,Minas Gerais
20461,07/01/2019,Entre 22 a 27 anos,Jacareí,São Paulo
20573,25/01/2019,Entre 28 a 36 anos,Lagoa Santa,Goiás
20608,26/03/2021,Entre 50 a 61 anos,Pocrane,Minas Gerais
20616,17/08/2020,Mais de 70 anos,Serrolândia,Bahia
20622,14/04/2019,Entre 10 a 15 anos,Paula Freitas,Paraná
20687,12/04/2019,Mais de 70 anos,Maraã,Amazonas
20696,28/08/2020,Entre 22 a 27 anos,Guarulhos,São Paulo
20722,26/07/2020,Entre 28 a 36 anos,Monte Horebe,Paraíba
20749,22/04/2020,Entre 50 a 61 anos,Paquetá,Piauí
20822,03/01/2019,Entre 62 a 70 anos,Maravilha,Santa Catarina
20960,12/01/2020,Entre 62 a 70 anos,Nilópolis,Rio de Janeiro
20976,02/01/2018,Mais de 70 anos,Ibiraiaras,Rio Grande do Sul
20984,26/08/2018,Entre 16 a 21 anos,Carlinda,Mato Grosso
21007,05/02/2020,Entre 62 a 70 anos,Morpará,Bahia
21023,24/12/2019,Entre 62 a 70 anos,Sampaio,Tocantins
21034,02/05/2021,Entre 62 a 70 anos,Antas,Bahia
21118,24/05/2019,Entre 37 a 49 anos,Abre Campo,Minas Gerais
21152,08/05/2021,Entre 28 a 36 anos,Pinhais,Paraná
21153,08/10/2020,Mais de 70 anos,Pereiro,Ceará
21163,01/04/2021,Entre 50 a 61 anos,Santa Maria,Rio Grande do Norte
21186,05/05/2019,Entre 16 a 21 anos,Boquira,Bahia
21202,03/11/2020,Entre 50 a 61 anos,Seberi,Rio Grande do Sul
21205,18/06/2021,Entre 28 a 36 anos,Itatira,Ceará
21232,25/02/2020,Entre 10 a 15 anos,Barbacena,Minas Gerais
21298,11/07/2020,Entre 16 a 21 anos,São João d'Aliança,Goiás
21340,24/04/2020,Mais de 70 anos,Araguaína,Tocantins
21341,07/05/2019,Entre 62 a 70 anos,Heitoraí,Goiás
21347,30/05/2019,Entre 50 a 61 anos,Jangada,Mato Grosso
21440,13/05/2021,Entre 28 a 36 anos,Ibititá,Bahia
21481,12/06/2020,Entre 28 a 36 anos,Bariri,São Paulo
21541,01/03/2018,Entre 37 a 49 anos,Progresso,Rio Grande do Sul
21578,28/03/2020,Entre 16 a 21 anos,Tibau,Rio Grande do Norte
21610,17/12/2020,Entre 62 a 70 anos,Palmeira dos Índios,Alagoas
21626,27/12/2019,Entre 50 a 61 anos,Santa Rita do Tocantins,Tocantins
21689,04/06/2021,Entre 16 a 21 anos,Espera Feliz,Minas Gerais
21726,13/05/2020,Mais de 70 anos,São João do Oriente,Minas Gerais
21730,08/03/2021,Entre 10 a 15 anos,Itambé,Pernambuco
21823,24/07/2019,Entre 10 a 15 anos,Balneário Arroio do Silva,Santa Catarina
21825,29/05/2018,Entre 62 a 70 anos,Monte Santo,Bahia
21911,27/04/2020,Entre 50 a 61 anos,Senhora do Porto,Minas Gerais
21918,09/03/2018,Mais de 70 anos,Arvoredo,Santa Catarina
21947,12/07/2021,Entre 62 a 70 anos,São Miguel do Passa Quatro,Goiás
22011,05/04/2020,Entre 62 a 70 anos,Cafarnaum,Bahia
22013,08/09/2019,Entre 50 a 61 anos,Hidrolândia,Goiás
22039,25/05/2018,Entre 62 a 70 anos,São Francisco do Piauí,Piauí
22113,28/01/2019,Entre 16 a 21 anos,São Jorge do Ivaí,Paraná
22115,05/08/2019,Entre 22 a 27 anos,Bela Vista do Paraíso,Paraná
22142,28/11/2018,Entre 22 a 27 anos,Itatinga,São Paulo
22188,15/03/2019,Entre 10 a 15 anos,Frei Inocêncio,Minas Gerais
22208,21/04/2018,Entre 10 a 15 anos,Veranópolis,Rio Grande do Sul
22217,07/01/2021,Entre 10 a 15 anos,Bom Jesus,Rio Grande do Norte
22290,21/12/2020,Mais de 70 anos,Brasília de Minas,Minas Gerais
22318,03/07/2020,Entre 62 a 70 anos,Itabaiana,Sergipe
22321,19/07/2020,Entre 28 a 36 anos,Júlio Borges,Piauí
22326,15/07/2020,Entre 28 a 36 anos,Santa Amélia,Paraná
22328,07/06/2019,Entre 22 a 27 anos,Hidrolândia,Goiás
22360,13/11/2020,Mais de 70 anos,Bom Retiro,Santa Catarina
22397,04/02/2019,Entre 28 a 36 anos,Bacuri,Maranhão
22425,31/10/2018,Entre 28 a 36 anos,Mostardas,Rio Grande do Sul
22470,16/10/2020,Entre 22 a 27 anos,Tijucas do Sul,Paraná
22521,15/04/2018,Entre 50 a 61 anos,São Bernardino,Santa Catarina
22567,24/12/2020,Entre 10 a 15 anos,Abaetetuba,Pará
22570,23/10/2019,Mais de 70 anos,Itabirinha,Minas Gerais
22593,24/02/2019,Entre 37 a 49 anos,Iporá,Goiás
22663,14/01/2020,Entre 16 a 21 anos,Caarapó,Mato Grosso do Sul
22689,29/03/2019,Entre 10 a 15 anos,Novo Oriente,Ceará
22692,10/04/2021,Entre 10 a 15 anos,Eusébio,Ceará
22711,19/11/2018,Entre 37 a 49 anos,Gravatá,Pernambuco
22751,22/03/2019,Entre 16 a 21 anos,Hugo Napoleão,Piauí
22777,15/05/2019,Entre 50 a 61 anos,Barreira,Ceará
22797,11/08/2018,Entre 16 a 21 anos,Miranda do Norte,Maranhão
22800,05/05/2019,Entre 16 a 21 anos,Mairiporã,São Paulo
22864,21/01/2020,Entre 28 a 36 anos,Vitória do Jari,Amapá
22873,10/02/2019,Entre 62 a 70 anos,Placas,Pará
22915,23/09/2020,Entre 37 a 49 anos,Juazeiro do Norte,Ceará
22974,14/10/2020,Entre 37 a 49 anos,Correia Pinto,Santa Catarina
23036,12/04/2019,Entre 37 a 49 anos,Paraguaçu Paulista,São Paulo
23077,28/06/2021,Entre 28 a 36 anos,Chapadão do Lageado,Santa Catarina
23085,30/04/2019,Mais de 70 anos,Nova Era,Minas Gerais
23091,12/04/2019,Entre 28 a 36 anos,Sonora,Mato Grosso do Sul
23127,12/06/2020,Entre 10 a 15 anos,Pentecoste,Ceará
23146,15/01/2021,Entre 16 a 21 anos,Campo do Brito,Sergipe
23221,08/08/2019,Entre 16 a 21 anos,Avaí,São Paulo
23333,22/02/2019,Entre 16 a 21 anos,Jardim de Angicos,Rio Grande do Norte
23431,08/05/2020,Entre 16 a 21 anos,Passo de Torres,Santa Catarina
23497,13/04/2018,Mais de 70 anos,Ariranha,São Paulo
23500,24/11/2018,Entre 62 a 70 anos,Nazaré do Piauí,Piauí
23618,12/05/2019,Entre 28 a 36 anos,Itanhaém,São Paulo
23619,25/02/2018,Entre 50 a 61 anos,Mato Castelhano,Rio Grande do Sul
23672,31/03/2019,Entre 10 a 15 anos,Coruripe,Alagoas
23713,20/03/2018,Entre 16 a 21 anos,Itaberaba,Bahia
23727,17/03/2021,Entre 62 a 70 anos,Jucurutu,Rio Grande do Norte
23732,18/06/2021,Entre 37 a 49 anos,Echaporã,São Paulo
23847,09/08/2019,Entre 16 a 21 anos,Central de Minas,Minas Gerais
23858,21/06/2019,Entre 22 a 27 anos,Bonito de Minas,Minas Gerais
23942,18/08/2018,Entre 50 a 61 anos,São Bento do Una,Pernambuco
23955,27/09/2020,Entre 28 a 36 anos,Campo Novo de Rondônia,Rondônia
23987,06/03/2020,Entre 62 a 70 anos,Marquinho,Paraná
24066,30/03/2019,Entre 28 a 36 anos,Ponta Grossa,Paraná
24070,02/04/2018,Entre 22 a 27 anos,Rancho Queimado,Santa Catarina
24144,04/12/2018,Entre 28 a 36 anos,Montividiu do Norte,Goiás
24216,04/09/2020,Entre 62 a 70 anos,Timbaúba dos Batistas,Rio Grande do Norte
24257,16/07/2018,Entre 50 a 61 anos,Nova Timboteua,Pará
24328,03/06/2021,Entre 50 a 61 anos,Coronel Pacheco,Minas Gerais
24334,22/10/2019,Entre 50 a 61 anos,São Francisco,Minas Gerais
24342,13/11/2019,Entre 50 a 61 anos,Barra do Piraí,Rio de Janeiro
24411,09/02/2019,Entre 37 a 49 anos,São Francisco de Assis,Rio Grande do Sul
24420,16/07/2020,Entre 62 a 70 anos,Nova Santa Rosa,Paraná
24470,03/05/2020,Entre 16 a 21 anos,Ipixuna,Amazonas
24472,20/03/2020,Entre 50 a 61 anos,Coronel Fabriciano,Minas Gerais
24572,20/02/2021,Mais de 70 anos,Jundiá,Alagoas
24732,01/05/2018,Entre 22 a 27 anos,Gravatal,Santa Catarina
24878,15/07/2018,Mais de 70 anos,Poço das Trincheiras,Alagoas
24890,30/03/2018,Entre 22 a 27 anos,Tapiramutá,Bahia
24898,30/09/2020,Entre 50 a 61 anos,Ipirá,Bahia
24951,20/06/2019,Entre 62 a 70 anos,Joanésia,Minas Gerais
25031,03/08/2020,Mais de 70 anos,Rio dos Bois,Tocantins
25054,08/10/2018,Entre 22 a 27 anos,Serra Caiada,Rio Grande do Norte
25059,24/08/2018,Entre 37 a 49 anos,Ivinhema,Mato Grosso do Sul
25061,27/01/2018,Entre 10 a 15 anos,Sardoá,Minas Gerais
25098,11/09/2018,Entre 16 a 21 anos,Porto Alegre do Norte,Mato Grosso
25161,08/12/2020,Entre 62 a 70 anos,Caetés,Pernambuco
25192,27/03/2018,Entre 37 a 49 anos,Mortugaba,Bahia
25269,02/07/2020,Entre 22 a 27 anos,Olímpia,São Paulo
25433,21/05/2020,Entre 16 a 21 anos,Jaraguá do Sul,Santa Catarina
25500,10/04/2021,Mais de 70 anos,Chã Grande,Pernambuco
25517,30/07/2020,Entre 28 a 36 anos,Girau do Ponciano,Alagoas
25547,09/04/2021,Entre 16 a 21 anos,Santo Antônio do Retiro,Minas Gerais
25555,20/01/2021,Entre 62 a 70 anos,Esperança,Paraíba
25562,10/04/2020,Entre 62 a 70 anos,Cruzeta,Rio Grande do Norte
25581,02/06/2018,Entre 22 a 27 anos,Muniz Freire,Espírito Santo
25638,11/03/2020,Entre 10 a 15 anos,Coqueiral,Minas Gerais
25667,14/02/2021,Entre 50 a 61 anos,Bela Vista de Goiás,Goiás
25781,28/04/2018,Entre 22 a 27 anos,Barros Cassal,Rio Grande do Sul
25792,30/06/2019,Mais de 70 anos,Aiuruoca,Minas Gerais
25798,01/02/2021,Entre 37 a 49 anos,Gurupá,Pará
25815,11/12/2018,Entre 10 a 15 anos,Santa Cruz Cabrália,Bahia
25861,24/01/2021,Entre 62 a 70 anos,Sud Mennucci,São Paulo
25873,28/10/2018,Entre 50 a 61 anos,Dom Inocêncio,Piauí
25889,13/02/2018,Mais de 70 anos,Alagoinha,Pernambuco
25923,13/04/2020,Entre 22 a 27 anos,Óbidos,Pará
26091,26/06/2018,Entre 22 a 27 anos,Dores de Campos,Minas Gerais
26102,03/11/2020,Entre 37 a 49 anos,Córrego do Bom Jesus,Minas Gerais
26110,13/12/2020,Entre 10 a 15 anos,Cristiano Otoni,Minas Gerais
26156,27/02/2020,Entre 28 a 36 anos,Eugenópolis,Minas Gerais
26243,17/08/2020,Entre 22 a 27 anos,Alexânia,Goiás
26268,29/03/2021,Mais de 70 anos,Ouvidor,Goiás
26314,30/04/2019,Entre 37 a 49 anos,Antonina do Norte,Ceará
26363,09/10/2019,Entre 16 a 21 anos,Minaçu,Goiás
26400,24/07/2018,Entre 22 a 27 anos,Porto Real do Colégio,Alagoas
26413,12/10/2020,Entre 37 a 49 anos,São José dos Campos,São Paulo
26427,26/08/2020,Entre 28 a 36 anos,São Vicente de Minas,Minas Gerais
26465,27/06/2020,Entre 37 a 49 anos,Araricá,Rio Grande do Sul
26510,15/07/2021,Entre 37 a 49 anos,São Miguel do Iguaçu,Paraná
26514,15/06/2021,Entre 22 a 27 anos,Assis,São Paulo
26538,08/07/2020,Entre 62 a 70 anos,Ibitiúra de Minas,Minas Gerais
26574,29/12/2019,Entre 50 a 61 anos,Entre Rios de Minas,Minas Gerais
26617,18/10/2018,Entre 22 a 27 anos,Quartel Geral,Minas Gerais
26688,26/01/2018,Entre 37 a 49 anos,Barra Velha,Santa Catarina
26742,03/06/2020,Mais de 70 anos,Manaquiri,Amazonas
26795,24/03/2021,Entre 37 a 49 anos,Flórida,Paraná
26818,27/12/2020,Mais de 70 anos,Pedras de Fogo,Paraíba
26832,08/03/2018,Entre 10 a 15 anos,São Sebastião do Anta,Minas Gerais
26869,15/02/2018,Entre 28 a 36 anos,Ariranha,São Paulo
26872,04/05/2020,Entre 28 a 36 anos,Monjolos,Minas Gerais
26954,15/01/2021,Entre 62 a 70 anos,Licínio de Almeida,Bahia
27003,24/04/2020,Entre 50 a 61 anos,Balneário Rincão,Santa Catarina
27038,27/12/2019,Entre 37 a 49 anos,Tapejara,Paraná
27097,20/03/2019,Entre 10 a 15 anos,Pacajus,Ceará
27119,14/07/2019,Entre 28 a 36 anos,Manacapuru,Amazonas
27130,02/09/2018,Entre 16 a 21 anos,Vera Cruz,Rio Grande do Sul
27188,06/05/2021,Entre 37 a 49 anos,Batayporã,Mato Grosso do Sul
27222,26/12/2020,Entre 22 a 27 anos,São Pedro da União,Minas Gerais
27271,08/12/2019,Mais de 70 anos,Corinto,Minas Gerais
27343,12/02/2018,Entre 10 a 15 anos,Palmitinho,Rio Grande do Sul
27373,23/01/2018,Entre 28 a 36 anos,Pimenteiras do Oeste,Rondônia
27417,06/10/2019,Entre 16 a 21 anos,Cipotânea,Minas Gerais
27432,01/05/2018,Entre 16 a 21 anos,Faro,Pará
27482,01/04/2018,Entre 28 a 36 anos,Agudo,Rio Grande do Sul
27587,17/02/2018,Entre 50 a 61 anos,Rubiácea,São Paulo
27642,08/08/2019,Entre 37 a 49 anos,Itutinga,Minas Gerais
27670,25/11/2019,Entre 37 a 49 anos,Anhembi,São Paulo
27728,08/03/2018,Mais de 70 anos,Tapira,Minas Gerais
27751,17/02/2021,Entre 62 a 70 anos,Luís Domingues,Maranhão
27859,22/02/2021,Entre 16 a 21 anos,Iracema do Oeste,Paraná
27870,27/03/2019,Entre 22 a 27 anos,Fundão,Espírito Santo
27914,08/06/2019,Mais de 70 anos,Januária,Minas Gerais
28006,06/08/2019,Entre 37 a 49 anos,Patrocínio,Minas Gerais
28027,02/12/2020,Entre 62 a 70 anos,Beneditinos,Piauí
28049,06/04/2020,Entre 28 a 36 anos,Congonhal,Minas Gerais
28060,15/01/2018,Entre 28 a 36 anos,Betânia,Pernambuco
28115,22/11/2019,Mais de 70 anos,São João da Baliza,Roraima
28167,27/06/2019,Entre 50 a 61 anos,Anapu,Pará
28192,01/06/2020,Entre 28 a 36 anos,São Sebastião do Rio Preto,Minas Gerais
28197,07/06/2018,Entre 10 a 15 anos,Ponto Belo,Espírito Santo
28208,30/04/2020,Entre 22 a 27 anos,Batatais,São Paulo
28227,05/07/2018,Entre 50 a 61 anos,Guaraniaçu,Paraná
28285,12/05/2019,Mais de 70 anos,Lagoa de São Francisco,Piauí
28294,22/05/2020,Entre 10 a 15 anos,Vicentina,Mato Grosso do Sul
28326,20/01/2019,Entre 10 a 15 anos,Itapiranga,Santa Catarina
28414,30/12/2020,Entre 22 a 27 anos,Juquiá,São Paulo
28515,25/03/2019,Entre 10 a 15 anos,Jarinu,São Paulo
28538,25/12/2019,Entre 10 a 15 anos,Paiva,Minas Gerais
28541,01/03/2021,Entre 62 a 70 anos,Caetanópolis,Minas Gerais
28693,04/01/2019,Entre 16 a 21 anos,Água Doce,Santa Catarina
28877,21/03/2019,Entre 50 a 61 anos,Braganey,Paraná
28897,01/10/2019,Mais de 70 anos,Parelhas,Rio Grande do Norte
28899,09/05/2020,Entre 37 a 49 anos,Campo Grande,Rio Grande do Norte
28912,29/12/2019,Entre 62 a 70 anos,Carmo da Cachoeira,Minas Gerais
28970,25/01/2021,Entre 22 a 27 anos,Novo Alegre,Tocantins
28992,14/07/2018,Mais de 70 anos,Governador Lindenberg,Espírito Santo
29003,29/11/2019,Entre 28 a 36 anos,Capitão Enéas,Minas Gerais
29019,19/05/2020,Entre 62 a 70 anos,Nova Veneza,Santa Catarina
29067,25/07/2019,Entre 62 a 70 anos,Pato Bragado,Paraná
29083,14/02/2020,Entre 10 a 15 anos,Surubim,Pernambuco
29115,28/09/2019,Entre 10 a 15 anos,São Manuel,São Paulo
29470,06/11/2019,Entre 22 a 27 anos,Volta Grande,Minas Gerais
29483,07/09/2020,Entre 50 a 61 anos,Faro,Pará
29505,28/10/2019,Entre 62 a 70 anos,Jaguaripe,Bahia
29549,22/07/2020,Entre 28 a 36 anos,Lidianópolis,Paraná
29581,26/09/2020,Mais de 70 anos,Espírito Santo do Dourado,Minas Gerais
29606,14/06/2018,Entre 50 a 61 anos,Jangada,Mato Grosso
29611,26/07/2020,Entre 62 a 70 anos,Ivaí,Paraná
29643,10/06/2021,Entre 62 a 70 anos,Araçariguama,São Paulo
29663,02/12/2020,Entre 37 a 49 anos,Caetanos,Bahia
29684,06/08/2019,Entre 62 a 70 anos,Magalhães de Almeida,Maranhão
29731,02/05/2018,Entre 50 a 61 anos,Senador Cortes,Minas Gerais
29747,24/11/2018,Mais de 70 anos,Parnamirim,Pernambuco
29769,01/04/2019,Mais de 70 anos,Palmeirina,Pernambuco
29792,08/07/2019,Entre 62 a 70 anos,Várzea do Poço,Bahia
29833,24/01/2018,Entre 10 a 15 anos,São Sebastião do Tocantins,Tocantins
29835,03/05/2020,Mais de 70 anos,Planaltina do Paraná,Paraná
29850,10/04/2019,Entre 28 a 36 anos,Paranaíba,Mato Grosso do Sul
29862,17/02/2020,Entre 28 a 36 anos,Indianópolis,Minas Gerais
29881,03/12/2019,Entre 22 a 27 anos,Santa Teresa,Espírito Santo
29961,11/06/2021,Entre 16 a 21 anos,Piaçabuçu,Alagoas
29962,13/08/2018,Entre 50 a 61 anos,Rio de Contas,Bahia
29963,07/08/2018,Entre 16 a 21 anos,Santa Helena,Paraná
30117,06/03/2020,Entre 28 a 36 anos,Canoas,Rio Grande do Sul
30196,19/02/2019,Mais de 70 anos,Conceição das Alagoas,Minas Gerais
30232,12/05/2018,Entre 62 a 70 anos,Peixe,Tocantins
30237,12/06/2021,Entre 62 a 70 anos,Mocajuba,Pará
30250,13/01/2020,Entre 16 a 21 anos,Ibirapuitã,Rio Grande do Sul
30257,24/09/2019,Mais de 70 anos,Figueira,Paraná
30268,11/06/2018,Entre 37 a 49 anos,Liberato Salzano,Rio Grande do Sul
30277,17/02/2020,Entre 50 a 61 anos,Pescador,Minas Gerais
30362,10/06/2020,Entre 10 a 15 anos,Sapé,Paraíba
30367,09/06/2018,Entre 16 a 21 anos,Palhoça,Santa Catarina
30375,07/08/2019,Entre 50 a 61 anos,Osvaldo Cruz,São Paulo
30444,22/09/2019,Entre 22 a 27 anos,Lizarda,Tocantins
30457,06/02/2020,Entre 10 a 15 anos,Pesqueira,Pernambuco
30474,29/12/2020,Entre 62 a 70 anos,Taboleiro Grande,Rio Grande do Norte
30541,10/10/2018,Entre 50 a 61 anos,Caiabu,São Paulo
30547,19/03/2020,Entre 16 a 21 anos,Aparecida,São Paulo
30559,28/02/2021,Entre 16 a 21 anos,Palmares,Pernambuco
30584,13/11/2018,Entre 28 a 36 anos,Lindóia,São Paulo
30640,13/04/2020,Entre 28 a 36 anos,Itaú de Minas,Minas Gerais
30647,14/01/2020,Entre 22 a 27 anos,Pacaembu,São Paulo
30697,25/07/2020,Mais de 70 anos,Passo do Sobrado,Rio Grande do Sul
30788,06/10/2019,Entre 50 a 61 anos,Itabuna,Bahia
30809,17/02/2019,Entre 28 a 36 anos,Epitaciolândia,Acre
30838,29/03/2020,Entre 28 a 36 anos,Arambaré,Rio Grande do Sul
30861,23/03/2019,Entre 28 a 36 anos,Coribe,Bahia
30874,22/02/2021,Entre 62 a 70 anos,Caconde,São Paulo
31064,20/11/2019,Entre 50 a 61 anos,São José do Cedro,Santa Catarina
31094,19/03/2021,Entre 16 a 21 anos,Manhumirim,Minas Gerais
31115,05/06/2021,Entre 37 a 49 anos,Potiretama,Ceará
31175,21/03/2020,Entre 22 a 27 anos,Campo Alegre do Fidalgo,Piauí
31199,29/04/2019,Entre 37 a 49 anos,Ibirá,São Paulo
31211,27/08/2019,Entre 16 a 21 anos,Iguatu,Ceará
31286,13/01/2021,Entre 62 a 70 anos,Magda,São Paulo
31355,20/03/2021,Entre 16 a 21 anos,Cachoeira do Piriá,Pará
31362,08/02/2021,Mais de 70 anos,Mato Verde,Minas Gerais
31423,13/03/2018,Entre 28 a 36 anos,Wenceslau Guimarães,Bahia
31457,01/05/2020,Entre 10 a 15 anos,Itaiópolis,Santa Catarina
31459,07/05/2019,Entre 22 a 27 anos,Divinópolis de Goiás,Goiás
31465,25/06/2021,Entre 37 a 49 anos,Paes Landim,Piauí
31522,07/07/2018,Entre 10 a 15 anos,Palmeirópolis,Tocantins
31572,21/06/2021,Entre 50 a 61 anos,Realeza,Paraná
31623,24/01/2018,Entre 50 a 61 anos,Augustinópolis,Tocantins
31688,26/11/2019,Entre 16 a 21 anos,Estância Velha,Rio Grande do Sul
31692,29/04/2020,Entre 37 a 49 anos,Poço das Trincheiras,Alagoas
31748,10/03/2021,Entre 50 a 61 anos,Eldorado do Carajás,Pará
31765,16/03/2019,Mais de 70 anos,São Bernardo,Maranhão
31792,30/06/2018,Entre 28 a 36 anos,Camacho,Minas Gerais
31812,11/05/2018,Entre 22 a 27 anos,Natividade,Tocantins
31899,09/03/2021,Mais de 70 anos,Itaara,Rio Grande do Sul
31972,12/03/2021,Entre 28 a 36 anos,Caibaté,Rio Grande do Sul
31988,21/09/2018,Entre 28 a 36 anos,Porto Estrela,Mato Grosso
32023,14/06/2019,Entre 50 a 61 anos,Pirapora do Bom Jesus,São Paulo
32035,03/09/2018,Mais de 70 anos,Taquarituba,São Paulo
32047,03/05/2018,Entre 50 a 61 anos,Santa Cruz de Minas,Minas Gerais
32102,11/11/2020,Entre 10 a 15 anos,Pinhal de São Bento,Paraná
32176,24/02/2018,Entre 50 a 61 anos,Caxingó,Piauí
32182,26/12/2020,Entre 62 a 70 anos,Itamari,Bahia
32287,27/10/2019,Entre 28 a 36 anos,Rosário do Catete,Sergipe
32297,15/01/2018,Entre 37 a 49 anos,Jerônimo Monteiro,Espírito Santo
32322,16/10/2019,Entre 37 a 49 anos,Fernandópolis,São Paulo
32404,21/11/2018,Entre 62 a 70 anos,Aguanil,Minas Gerais
32421,28/12/2020,Entre 62 a 70 anos,Jacaré dos Homens,Alagoas
32524,31/12/2020,Entre 62 a 70 anos,Itaju do Colônia,Bahia
32538,13/07/2021,Entre 28 a 36 anos,João Costa,Piauí
32560,07/04/2021,Entre 50 a 61 anos,Roseira,São Paulo
32563,21/10/2020,Entre 10 a 15 anos,Heitoraí,Goiás
32634,29/07/2019,Entre 50 a 61 anos,Paraíso,Santa Catarina
32688,15/10/2018,Entre 62 a 70 anos,Nova Xavantina,Mato Grosso
32696,30/03/2019,Entre 50 a 61 anos,Porto Alegre do Piauí,Piauí
32724,04/08/2019,Entre 37 a 49 anos,Caiçara do Norte,Rio Grande do Norte
32776,07/01/2018,Entre 62 a 70 anos,Pontal do Paraná,Paraná
32808,12/05/2020,Entre 28 a 36 anos,Turuçu,Rio Grande do Sul
32849,16/03/2020,Entre 28 a 36 anos,Tobias Barreto,Sergipe
32860,17/03/2021,Entre 37 a 49 anos,Cássia dos Coqueiros,São Paulo
32872,05/10/2020,Entre 28 a 36 anos,Imaculada,Paraíba
32881,04/09/2018,Entre 22 a 27 anos,Joca Marques,Piauí
32886,15/06/2021,Mais de 70 anos,Pedra,Pernambuco
32932,04/02/2019,Entre 28 a 36 anos,Faxinal,Paraná
32956,27/03/2020,Entre 16 a 21 anos,Campo Largo do Piauí,Piauí
32990,12/07/2020,Mais de 70 anos,Xambioá,Tocantins
33014,01/04/2018,Mais de 70 anos,Cândido Mendes,Maranhão
33087,15/09/2019,Entre 28 a 36 anos,Amaporã,Paraná
33117,29/07/2018,Entre 62 a 70 anos,Tucunduva,Rio Grande do Sul
33165,03/11/2018,Entre 37 a 49 anos,Juvenília,Minas Gerais
33204,15/08/2018,Entre 22 a 27 anos,Alegrete,Rio Grande do Sul
33232,30/06/2020,Entre 50 a 61 anos,Coivaras,Piauí
33396,24/01/2020,Mais de 70 anos,Viçosa,Rio Grande do Norte
33441,11/07/2021,Entre 10 a 15 anos,Abelardo Luz,Santa Catarina
33466,04/01/2021,Entre 62 a 70 anos,Perdizes,Minas Gerais
33538,30/11/2019,Entre 37 a 49 anos,Matão,São Paulo
33542,16/05/2020,Mais de 70 anos,Iporã,Paraná
33574,19/05/2020,Entre 22 a 27 anos,Itaquaquecetuba,São Paulo
33661,29/04/2020,Entre 22 a 27 anos,Ipiranga do Piauí,Piauí
33684,21/06/2020,Entre 50 a 61 anos,Santa Maria do Oeste,Paraná
33869,15/03/2021,Entre 37 a 49 anos,São Sebastião do Rio Preto,Minas Gerais
33902,15/07/2020,Entre 37 a 49 anos,Juazeirinho,Paraíba
